"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2021-09-29","90.4","1.69","5.79","Lowther, Zac",502110,675912,,"called_strike",,,,,"7","J.D. Martinez strikes out swinging.","R","R","L","BAL","BOS","S",,,"0","1",2021,"1.32","1.67","-0.65","2.16",,,,"0","4","Top",,,,,"600474",,,-8.757556653185791,-131.10309640848732,-6.60272872096569,17.165275141145283,33.1374770372159,-11.75789175498292,"3.74","1.75",,,,"90.8","2317","7.2",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.33",,,,,,,,"25","2","4-Seam Fastball","0","1","1","0","1","0","1","0","Standard","Standard","138","0","-0.052"
"FF","2021-09-29","88.7","1.7","5.9","Lowther, Zac",502110,675912,,"foul",,,,,"6","J.D. Martinez strikes out swinging.","R","R","L","BAL","BOS","S",,,"0","0",2021,"0.95","1.32","0.44","2.87",,,,"0","4","Top",,,,,"600474",,,-5.118639714364871,-129.04752827496458,-4.154746488182705,11.63291840869879,27.250873549309176,-16.770223966974083,"3.49","1.6","207","72.9","43","89.8","2033","7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.52",,,,,,,,"25","1","4-Seam Fastball","0","1","1","0","1","0","1","0","Standard","Standard","144","0","-0.038"
"CH","2021-09-29","83.1","1.43","5.88","Lowther, Zac",593428,675912,"force_out","hit_into_play",,,,,"6","Xander Bogaerts grounds into a force out, third baseman Kelvin Gutierrez to second baseman Pat Valaika.   Rafael Devers out at 2nd.","R","R","L","BAL","BOS","X","5","ground_ball","2","1",2021,"1.24","0.91","0.28","2.86","571771",,"646240","2","3","Top",99.21,158.28,,,"600474",,,-5.114387988747383,-120.84678077803548,-2.1821961466029256,13.197069099964853,25.534708004307532,-23.038218377877982,"3.47","1.59","13","98.3","-12","83.4","1987","6.7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.8","0.243","0.233","0","1","0","0","2","20","4","Changeup","0","1","1","0","1","0","1","0","Standard","Standard","134","0.047","-0.522"
"CU","2021-09-29","77.8","1.65","5.76","Lowther, Zac",593428,675912,,"blocked_ball",,,,,"13","Xander Bogaerts grounds into a force out, third baseman Kelvin Gutierrez to second baseman Pat Valaika.   Rafael Devers out at 2nd.","R","R","L","BAL","BOS","B",,,"1","1",2021,"-1.38","-1.45","-1.11","-1.24","571771",,"646240","2","3","Top",,,,,"600474",,,-3.393498288767344,-113.03371945672365,-5.196848462331848,-10.631311667473389,28.178748565906584,-43.259244415467386,"3.51","1.56",,,,"77.1","2692","6.8",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.74",,,,,,,,"20","3","Curveball","0","1","1","0","1","0","1","0","Standard","Standard","339","0","0.054"
"FF","2021-09-29","91.1","1.66","5.83","Lowther, Zac",593428,675912,,"called_strike",,,,,"7","Xander Bogaerts grounds into a force out, third baseman Kelvin Gutierrez to second baseman Pat Valaika.   Rafael Devers out at 2nd.","R","R","L","BAL","BOS","S",,,"1","0",2021,"1.29","1.5","-0.65","2.16","571771",,"646240","2","3","Top",,,,,"600474",,,-8.668683945518735,-132.11003750463993,-6.456091265305533,17.12671133210997,33.24171021573629,-13.446594026775719,"3.54","1.59",,,,"91.2","2382","6.9",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.57",,,,,,,,"20","2","4-Seam Fastball","0","1","1","0","1","0","1","0","Standard","Standard","140","0","-0.056"
"SL","2021-09-29","82.7","2.06","5.77","Lowther, Zac",593428,675912,,"ball",,,,,"12","Xander Bogaerts grounds into a force out, third baseman Kelvin Gutierrez to second baseman Pat Valaika.   Rafael Devers out at 2nd.","R","R","L","BAL","BOS","B",,,"0","0",2021,"-0.28","0.17","1.38","2.90","571771",,"646240","2","3","Top",,,,,"600474",,,-0.9888337599378777,-120.44801111856093,-0.32586360966916017,-2.5288853265078792,25.907048702529334,-30.66266762203579,"3.61","1.54",,,,"82.9","2634","6.6",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.88",,,,,,,,"20","1","Slider","0","1","1","0","1","0","1","0","Standard","Standard","295","0","0.051"
"SL","2021-09-29","81.3","1.88","5.7","Lowther, Zac",646240,675912,"single","hit_into_play",,,,,"4","Rafael Devers singles on a sharp ground ball to center fielder Cedric Mullins.   Enrique Hernandez to 3rd.","R","L","L","BAL","BOS","X","8","ground_ball","0","1",2021,"-0.77","-0.39","-0.56","2.14",,,"571771","2","3","Top",137.77,115.9,,,"600474",,,-4.046093729672523,-118.31845719365619,-0.5321709700137571,-6.239951819818382,25.840615789586074,-35.93055057471608,"3.37","1.53","25","104.1","-4","81.6","2589","6.8",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.67","0.389","0.357","0.9","1","1","0","2","19","2","Slider","0","1","1","0","1","0","1","0","Standard","Standard","298","-0.024","0.316"
"SL","2021-09-29","80.5","2.04","5.64","Lowther, Zac",646240,675912,,"called_strike",,,,,"7","Rafael Devers singles on a sharp ground ball to center fielder Cedric Mullins.   Enrique Hernandez to 3rd.","R","L","L","BAL","BOS","S",,,"0","0",2021,"-1.01","-0.79","-0.31","1.87",,,"571771","2","3","Top",,,,,"600474",,,-3.3043337743606482,-117.06570471720532,-0.06766085467624028,-8.482619612718343,25.69244819648031,-39.592829337791926,"3.43","1.48",,,,"80.4","2685","6.6",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.86",,,,,,,,"19","1","Slider","0","1","1","0","1","0","1","0","Standard","Standard","316","0","-0.041"
"CU","2021-09-29","74.6","1.85","5.78","Lowther, Zac",592669,675912,"double_play","hit_into_play",,,,,"5","Hunter Renfroe lines into a double play, third baseman Kelvin Gutierrez to second baseman Pat Valaika.   Jose Iglesias out at 2nd.","R","R","L","BAL","BOS","X","5","line_drive","0","0",2021,"-1.19","-1.41","-0.24","2.46",,"578428","571771","0","3","Top",82.99,147.7,,,"600474",,,-2.2095754330097117,-108.45696209060917,3.0678387133607057,-8.762136042146336,23.50067859056891,-44.00752366960718,"3.41","1.56","169","103.3","9","74.3","2703","6.7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.83","0.749","0.706","0","1","0","0","4","18","1","Curveball","0","1","1","0","1","0","1","0","Infield shift","Standard","330","0.108","-0.539"
"FF","2021-09-29","90.3","1.66","5.73","Lowther, Zac",571771,675912,"single","hit_into_play",,,,,"5","Enrique Hernandez singles on a line drive to left fielder Ryan McKenna.   Jose Iglesias to 2nd.","R","R","L","BAL","BOS","X","7","line_drive","1","2",2021,"1.17","1.46","-0.20","2.18",,,"578428","0","3","Top",60.72,106.99,,,"600474",,,-7.169063179454186,-131.12808561447343,-5.968265369908527,15.064621163160878,30.93651846687204,-14.277048863754507,"3.32","1.51","173","95.7","10","90.6","2358","6.8",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.66","0.734","0.668","0.9","1","1","0","4","17","4","4-Seam Fastball","0","1","1","0","1","0","1","0","Infield shift","Standard","136","-0.05","0.814"
"CU","2021-09-29","78.3","1.75","5.76","Lowther, Zac",571771,675912,,"blocked_ball",,,,,"13","Enrique Hernandez singles on a line drive to left fielder Ryan McKenna.   Jose Iglesias to 2nd.","R","R","L","BAL","BOS","B",,,"0","2",2021,"-1.02","-1.29","-0.71","-0.68",,,"578428","0","3","Top",,,,,"600474",,,-3.455551852637857,-113.71984108928474,-4.435971734750712,-7.80823727127995,27.17720111188056,-42.29977602008936,"3.29","1.51",,,,"78.1","2689","7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.51",,,,,,,,"17","3","Curveball","0","1","1","0","1","0","1","0","Infield shift","Standard","336","0","0.03"
"CU","2021-09-29","74.6","1.89","5.78","Lowther, Zac",571771,675912,,"called_strike",,,,,"1","Enrique Hernandez singles on a line drive to left fielder Ryan McKenna.   Jose Iglesias to 2nd.","R","R","L","BAL","BOS","S",,,"0","1",2021,"-1.31","-0.68","-0.36","2.89",,,"578428","0","3","Top",,,,,"600474",,,-2.320299252258496,-108.43635812933738,2.581279596153798,-9.797376559739144,21.604651499554596,-38.24144081227696,"3.33","1.53",,,,"74.6","2452","6.6",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.86",,,,,,,,"17","2","Curveball","0","1","1","0","1","0","1","0","Infield shift","Standard","319","0","-0.088"
"SL","2021-09-29","80.6","1.98","5.74","Lowther, Zac",571771,675912,,"called_strike",,,,,"9","Enrique Hernandez singles on a line drive to left fielder Ryan McKenna.   Jose Iglesias to 2nd.","R","R","L","BAL","BOS","S",,,"0","0",2021,"-0.11","0.21","0.75","1.80",,,"578428","0","3","Top",,,,,"600474",,,-2.546997485887871,-117.28181223615428,-2.4136022003880733,-0.422699148969236,24.882066908994748,-29.95542468063157,"3.33","1.6",,,,"80.6","2671","6.6",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.9",,,,,,,,"17","1","Slider","0","1","1","0","1","0","1","0","Infield shift","Standard","295","0","-0.057"
"FF","2021-09-29","89.3","1.88","5.73","Lowther, Zac",578428,675912,"single","hit_into_play",,,,,"14","Jose Iglesias singles on a line drive to center fielder Cedric Mullins.","R","R","L","BAL","BOS","X","8","line_drive","0","0",2021,"0.91","1.46","0.84","1.88",,,,"0","3","Top",142.85,82.58,,,"600474",,,-4.545005551228673,-129.76066183933835,-6.470324468005205,11.252797017504918,32.776463626820984,-14.545102417921637,"3.32","1.51","244","92.9","13","89.5","2321","6.9",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.55","0.931","0.913","0.9","1","1","0","4","16","1","4-Seam Fastball","0","1","1","0","1","0","1","0","Standard","Standard","143","-0.034","0.403"
"SL","2021-09-29","82.6","1.86","5.66","Lowther, Zac",657077,675912,"strikeout","swinging_strike",,,,,"13","Alex Verdugo strikes out swinging.","R","L","L","BAL","BOS","S","2",,"0","2",2021,"-0.95","0.08","-1.27","1.96",,,"608700","2","2","Top",,,,,"600474",,,-5.300305816352948,-120.15929874897613,-2.0014458653566614,-8.038503608489409,25.806180632772424,-31.243017859695534,"3.37","1.53",,,,"82.8","2868","6.7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.78",,,"0","1","0","0",,"12","3","Slider","0","1","1","0","1","0","1","0","Standard","Standard","315","0.022","-0.138"
"SL","2021-09-29","81.6","1.87","5.67","Lowther, Zac",657077,675912,,"swinging_strike_blocked",,,,,"13","Alex Verdugo strikes out swinging.","R","L","L","BAL","BOS","S",,,"0","1",2021,"-0.44","-0.1","-0.30","0.40",,,"608700","2","2","Top",,,,,"600474",,,-4.05223576956868,-118.68531327207313,-5.052593895081516,-3.264330341295238,24.94112765134496,-32.229742405041165,"3.37","1.53",,,,"81.8","2443","6.7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.84",,,,,,,,"12","2","Slider","0","1","1","0","1","0","1","0","Standard","Standard","303","0","-0.047"
"FF","2021-09-29","89.3","1.72","5.81","Lowther, Zac",657077,675912,,"called_strike",,,,,"5","Alex Verdugo strikes out swinging.","R","L","L","BAL","BOS","S",,,"0","0",2021,"1.02","1.48","0.26","2.67",,,"608700","2","2","Top",,,,,"600474",,,-5.829782449225434,-129.77317705555404,-4.841811437279674,12.821450346561194,29.46442204734131,-14.675334253145174,"3.52","1.54",,,,"90","2353","7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.51",,,,,,,,"12","1","4-Seam Fastball","0","1","1","0","1","0","1","0","Standard","Standard","136","0","-0.041"
"FF","2021-09-29","90.8","1.78","5.79","Lowther, Zac",608700,675912,"single","hit_into_play",,,,,"6","Kevin Plawecki singles on a ground ball to right fielder Austin Hays.","R","R","L","BAL","BOS","X","9","ground_ball","2","0",2021,"0.91","1.4","0.75","2.38",,,,"2","2","Top",158.36,109.21,,,"600474",,,-4.583887378776103,-131.97644860665923,-5.604657315527227,11.661994226607922,31.377104303753285,-14.863517764176354,"3.47","1.59","49","100.5","0","91.3","2351","6.9",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.57","0.443","0.422","0.9","1","1","0","4","11","3","4-Seam Fastball","0","1","1","0","1","0","1","0","Standard","Standard","139","-0.012","0.082"
"SL","2021-09-29","83.1","1.89","5.83","Lowther, Zac",608700,675912,,"ball",,,,,"13","Kevin Plawecki singles on a ground ball to right fielder Austin Hays.","R","R","L","BAL","BOS","B",,,"1","0",2021,"-0.59","0.49","-1.17","1.62",,,,"2","2","Top",,,,,"600474",,,-5.883437940660926,-120.77059855214499,-4.073532523580025,-4.3727285926415655,26.950140763759222,-26.708581191079247,"3.36","1.61",,,,"83.2","2698","6.8",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.74",,,,,,,,"11","2","Slider","0","1","1","0","1","0","1","0","Standard","Standard","295","0","0.024"
"FF","2021-09-29","90.5","1.71","5.78","Lowther, Zac",608700,675912,,"ball",,,,,"13","Kevin Plawecki singles on a ground ball to right fielder Austin Hays.","R","R","L","BAL","BOS","B",,,"0","0",2021,"1.09","1.4","-0.39","1.38",,,,"2","2","Top",,,,,"600474",,,-7.655357772545664,-131.2874870986745,-8.039890107257035,14.298138311063973,30.049821538477136,-14.380101128871631,"3.42","1.65",,,,"91.2","2299","7.1",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.44",,,,,,,,"11","1","4-Seam Fastball","0","1","1","0","1","0","1","0","Standard","Standard","147","0","0.016"
"FF","2021-09-29","91.9","1.78","5.83","Lowther, Zac",666915,675912,"strikeout","swinging_strike",,,,,"12","Bobby Dalbec strikes out swinging.","R","R","L","BAL","BOS","S","2",,"0","2",2021,"1.06","1.54","0.49","3.83",,,,"1","2","Top",,,,,"600474",,,-5.652123911807274,-133.64619242398064,-2.4929582630116336,13.967699653996785,33.328079769977556,-13.585176931498742,"3.55","1.63",,,,"92.4","2319","7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.52",,,"0","1","0","0",,"10","3","4-Seam Fastball","0","1","1","0","1","0","1","0","Standard","Standard","146","0.015","-0.101"
"CU","2021-09-29","74.3","1.95","5.84","Lowther, Zac",666915,675912,,"called_strike",,,,,"12","Bobby Dalbec strikes out swinging.","R","R","L","BAL","BOS","S",,,"0","1",2021,"-1.08","-1.38","0.88","3.13",,,,"1","2","Top",,,,,"600474",,,-0.2928510510175971,-107.95807915422192,4.383740282565954,-8.25048938678281,23.49383316850918,-44.01662477336815,"3.54","1.71",,,,"74.2","2732","6.9",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.63",,,,,,,,"10","2","Curveball","0","1","1","0","1","0","1","0","Standard","Standard","330","0","-0.035"
"FF","2021-09-29","91.1","1.62","5.93","Lowther, Zac",666915,675912,,"swinging_strike",,,,,"5","Bobby Dalbec strikes out swinging.","R","R","L","BAL","BOS","S",,,"0","0",2021,"0.74","1.44","0.22","2.79",,,,"1","2","Top",,,,,"600474",,,-5.162225701942526,-132.39735604189636,-5.0465471377255655,9.80954149023738,31.827027474585567,-14.428115210171963,"3.55","1.63",,,,"91.6","2305","7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.53",,,,,,,,"10","1","4-Seam Fastball","0","1","1","0","1","0","1","0","Standard","Standard","143","0","-0.027"
"CH","2021-09-29","85.1","1.73","5.87","Lowther, Zac",502110,675912,"home_run","hit_into_play",,,,,"8","J.D. Martinez homers (28) on a fly ball to center field.","R","R","L","BAL","BOS","X",,"fly_ball","2","1",2021,"1.17","1.05","0.11","2.08",,,,"1","2","Top",118.13,19.04,,,"600474",,,-6.232507056003991,-123.6700830432622,-4.681703682619293,13.23932950485353,25.807208485387726,-20.704502602155745,"3.49","1.6","444","109.6","26","85.9","1914","7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.51","0.991","1.979","2","1","0","3","6","9","4","Changeup","0","0","0","0","1","0","1","0","Standard","Standard","140","-0.111","0.968"
"FF","2021-09-29","91.5","1.8","5.74","Lowther, Zac",502110,675912,,"ball",,,,,"3","J.D. Martinez homers (28) on a fly ball to center field.","R","R","L","BAL","BOS","B",,,"1","1",2021,"1.14","1.25","0.46","3.52",,,,"1","2","Top",,,,,"600474",,,-5.924776241745255,-132.99490331858127,-2.378201090923762,14.805484191892614,31.40021935678148,-17.13115418520265,"3.7","1.84",,,,"92.2","2357","7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.52",,,,,,,,"9","3","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","140","0","0.038"
"FF","2021-09-29","91.4","1.85","5.71","Lowther, Zac",502110,675912,,"foul",,,,,"6","J.D. Martinez homers (28) on a fly ball to center field.","R","R","L","BAL","BOS","S",,,"1","0",2021,"1.17","1.73","0.60","2.86",,,,"1","2","Top",,,,,"600474",,,-5.773374868169831,-132.82904511374227,-4.995646704386192,15.170369543249436,33.304900968011104,-10.900880665045863,"3.49","1.6","226","70.6","37","92","2325","7.1",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.4",,,,,,,,"9","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","135","0","-0.032"
"CU","2021-09-29","76.3","1.74","5.84","Lowther, Zac",502110,675912,,"ball",,,,,"13","J.D. Martinez homers (28) on a fly ball to center field.","R","R","L","BAL","BOS","B",,,"0","0",2021,"-1.52","-1.26","-1.44","2.03",,,,"1","2","Top",,,,,"600474",,,-3.9707552853398753,-110.90811630829262,1.5144476685052293,-11.458216354671476,24.739506077388295,-42.96819631761981,"3.65","1.73",,,,"76.4","2677","7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.49",,,,,,,,"9","1","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","324","0","0.026"
"FF","2021-09-29","91.0","1.56","5.95","Lowther, Zac",593428,675912,"field_out","hit_into_play",,,,,"3","Xander Bogaerts flies out sharply to center fielder Cedric Mullins.","R","R","L","BAL","BOS","X","8","fly_ball","3","2",2021,"0.95","1.6","0.44","3.06",,,,"0","2","Top",182.73,58.11,,,"600474",,,-4.914099798351945,-132.41198584678457,-4.827658205202665,12.243387280882951,30.16418225902438,-12.561172768179485,"3.47","1.59","374","100.7","31","92","2275","7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.46","0.651","1.259","0","1","0","0","6","8","6","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","144","0.023","-0.317"
"FF","2021-09-29","91.7","1.63","5.9","Lowther, Zac",593428,675912,,"foul",,,,,"1","Xander Bogaerts flies out sharply to center fielder Cedric Mullins.","R","R","L","BAL","BOS","S",,,"3","1",2021,"0.9","1.67","-0.29","3.26",,,,"0","2","Top",,,,,"600474",,,-6.8976848051759525,-133.20908155506345,-4.418035598492397,12.261996654635782,31.237496319659126,-11.585599987907308,"3.47","1.59","175","68.1","54","92.6","2370","7.1",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.37",,,,,,,,"8","5","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","148","0","-0.077"
"FF","2021-09-29","91.2","1.66","5.93","Lowther, Zac",593428,675912,,"called_strike",,,,,"9","Xander Bogaerts flies out sharply to center fielder Cedric Mullins.","R","R","L","BAL","BOS","S",,,"3","0",2021,"0.98","1.51","0.35","1.95",,,,"0","2","Top",,,,,"600474",,,-5.467234995011621,-132.45981724316678,-7.358852223260666,12.78330409662131,31.37553817337789,-12.992009264337288,"3.6","1.59",,,,"91.6","2362","6.9",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.64",,,,,,,,"8","4","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","144","0","-0.081"
"CH","2021-09-29","84.0","1.71","5.83","Lowther, Zac",593428,675912,,"ball",,,,,"13","Xander Bogaerts flies out sharply to center fielder Cedric Mullins.","R","R","L","BAL","BOS","B",,,"2","0",2021,"1.13","1.07","-0.28","1.09",,,,"0","2","Top",,,,,"600474",,,-6.923991062360482,-122.01943655044025,-6.738063112955137,12.624148912213267,24.699708431586288,-20.285752409644484,"3.57","1.59",,,,"84.8","1980","6.9",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.56",,,,,,,,"8","3","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","128","0","0.126"
"FF","2021-09-29","91.2","1.78","5.86","Lowther, Zac",593428,675912,,"ball",,,,,"14","Xander Bogaerts flies out sharply to center fielder Cedric Mullins.","R","R","L","BAL","BOS","B",,,"1","0",2021,"1.23","1.4","0.88","1.89",,,,"0","2","Top",,,,,"600474",,,-4.9677268206830005,-132.52838751352448,-7.147231177755298,15.565104670643667,30.251064158173975,-14.351754205718729,"3.6","1.59",,,,"92","2326","7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.52",,,,,,,,"8","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","143","0","0.07"
"SL","2021-09-29","81.3","2.04","5.77","Lowther, Zac",593428,675912,,"ball",,,,,"13","Xander Bogaerts flies out sharply to center fielder Cedric Mullins.","R","R","L","BAL","BOS","B",,,"0","0",2021,"-1.16","-0.33","-0.84","0.04",,,,"0","2","Top",,,,,"600474",,,-4.244041303161846,-118.2009106764406,-5.486631716856568,-9.78182235417043,26.877512242686628,-34.19074180139991,"3.61","1.58",,,,"81.1","2699","6.6",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.86",,,,,,,,"8","1","Slider","0","0","0","0","0","0","0","0","Standard","Standard","328","0","0.038"
"FF","2021-09-29","90.8","1.59","5.83","Lowther, Zac",646240,675912,"grounded_into_double_play","hit_into_play",,,,,"5","Rafael Devers grounds into a double play, shortstop Richie Martin to first baseman Ryan Mountcastle.   Hunter Renfroe out at 2nd.    Rafael Devers out at 1st.","R","L","L","BAL","BOS","X","6","ground_ball","0","0",2021,"1.39","1.09","0.23","2.72",,,"592669","1","1","Top",119.49,150.09,,,"600474",,,-6.456457357262876,-132.02221338818293,-4.19370802101881,17.644010509855228,30.03705936042003,-18.780827599500995,"3.37","1.53","26","87.6","-4","91.5","2282","6.9",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.57","0.206","0.185","0","1","0","0","2","3","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Standard","136","0.05","-0.351"
"CH","2021-09-29","83.8","1.79","5.92","Lowther, Zac",592669,675912,"force_out","hit_into_play",,,,,"14","Hunter Renfroe grounds into a force out, fielded by second baseman Pat Valaika.   Enrique Hernandez out at 2nd.    Hunter Renfroe to 1st.","R","R","L","BAL","BOS","X","4","ground_ball","0","1",2021,"1.24","0.87","1.03","1.91",,,"571771","0","1","Top",121.83,144.79,,,"600474",,,-4.243001465420458,-121.99224716969177,-4.624373859595411,13.228892316221426,23.177161569492267,-22.75069123199848,"3.41","1.56","7","90.1","-14","84.6","2118","6.7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.81","0.117","0.105","0","1","0","0","2","2","2","Changeup","0","0","0","0","0","0","0","0","Infield shift","Standard","131","0.033","-0.439"
"FF","2021-09-29","89.8","1.71","5.81","Lowther, Zac",592669,675912,,"called_strike",,,,,"7","Hunter Renfroe grounds into a force out, fielded by second baseman Pat Valaika.   Enrique Hernandez out at 2nd.    Hunter Renfroe to 1st.","R","R","L","BAL","BOS","S",,,"0","0",2021,"1.27","1.35","-0.50","2.03",,,"571771","0","1","Top",,,,,"600474",,,-8.260620115989774,-130.36336698751958,-6.224609930947976,16.309679130955324,28.972443235987917,-15.660501058853493,"3.61","1.72",,,,"90.5","2365","7",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.51",,,,,,,,"2","1","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","135","0","-0.057"
"FF","2021-09-29","91.3","1.79","5.74","Lowther, Zac",571771,675912,"field_error","hit_into_play",,,,,"6","Enrique Hernandez reaches on a fielding error by shortstop Richie Martin.","R","R","L","BAL","BOS","X","6","ground_ball","3","2",2021,"1.36","1.4","0.34","2.09",,,,"0","1","Top",94.35,139.14,,,"600474",,,-6.674734148922679,-132.593778267195,-6.358212152531289,17.452246256235306,30.455709775834237,-14.52871176025221,"3.32","1.51","90","106.8","4","92.4","2325","7.2",632309,675912,"600474","663624","642162","642721","621006","663630","656775","669720","53.28","0.549","0.495","0.9","1","0","0","4","1","7","4-Seam Fastball","0","0","0","0","0","0","0","0","Infield shift","Standard","143","-0.036","0.354"
